schoolnummer,intern_vplnummer,net,naam,hoofdzetel,adres,straat,huisnummer,busnummer,postcode,gemeente,niscode,provinciecode,provincie,VWO-vestigingsplaatscode,crab-code,crab-huisnr,lx,ly,kbo-nummer,telefoon,fax,e-mail,website,beheerder(s),soort instelling,onderwijsniveau,instellingstype,begindatum,einddatum,status erkenning,clb,bestuur,scholengemeenschap,taalstelsel,ingerichte hoofdstructuren
10868,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - De Appelboom,True,"Pastoor Peetersstraat 10, 2880 Bornem",Pastoor Peetersstraat,10,,2880,Bornem,12007,1,Antwerpen,,9337,412538,138362,196747,"""KBO  0414.114.180""",03 889 39 16,,directie@schoolbranst.be,schoolbranst.be,Van Bercklaer Kris,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114777,963876,120113,Nederlandstalig,211-111
10876,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - Sint-Bernardus,True,"Sint-Amandsesteenweg 256, 2880 Bornem",Sint-Amandsesteenweg,256,,2880,Bornem,12007,1,Antwerpen,,9365,1255929,139755,197312,"""KBO  0414.114.180""",03 889 13 18,,wim.piqueur@bernardusschool.be,www.bernardusschool.be,Deckers Eva,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114777,963876,120113,Nederlandstalig,111-211
10884,3,Vrij gesubsidieerd onderwijs,Vrije Lagere School Zonnebloem,True,"Hekkestraat 1, 2890 Puurs-Sint-Amands",Hekkestraat,1,,2890,Puurs-Sint-Amands,12041,1,Antwerpen,,204631,4354527,138483,193669,"""KBO  0413.775.274""",052 33 47 43,,lager@zonnebloem-sint-amands.be,www.zonnebloem-sint-amands.be,PELEMAN MAJA,Onderwijsinstelling,BaO,Autonome lagere school,01/01/0001,31/12/4444,S,114777,963835,119545,Nederlandstalig,211
10892,1,Vrij gesubsidieerd onderwijs,Vrije Kleuterschool,True,"Hekkestraat 1, 2890 Puurs-Sint-Amands",Hekkestraat,1,,2890,Puurs-Sint-Amands,12041,1,Antwerpen,,204631,4354527,138483,193669,"""KBO  0413.775.274""",052 33 52 23,,kleuter@zonnebloem-sint-amands.be,www.zonnebloem-sint-amands.be,JACOBS Elsy,Onderwijsinstelling,BaO,Autonome kleuterschool,01/01/0001,31/12/4444,S,114777,963835,119545,Nederlandstalig,111-111
10901,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - De Kinderplaneet,True,"Jan Hammeneckerstraat 99, 2880 Bornem",Jan Hammeneckerstraat,99,,2880,Bornem,12007,1,Antwerpen,,9267,2224432,137977,194618,"""KBO  0414.114.180""",052 34 03 75,,saskia.leniere@kinderplaneet.eu,www.kinderplaneet.eu,Leniere Saskia,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114777,963876,120113,Nederlandstalig,211-111
10934,2,Vrij gesubsidieerd onderwijs,Vrije Basisschool,True,"Kaaistraat 1, 9140 Temse",Kaaistraat,1,,9140,Temse,46025,4,Oost-Vlaanderen,,78303,2872199,136353,200192,"""KBO  0420.851.920""",03 771 08 43,,directie@basisschooltielrode.be,www.basisschooltielrode.be,VAN POUCKE Gave,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,963918,121228,Nederlandstalig,211-111
10942,1,Vrij gesubsidieerd onderwijs,Vrije Lagere School Hollebeek,True,"Hollebeek 6, 9140 Temse",Hollebeek,6,,9140,Temse,46025,4,Oost-Vlaanderen,,78289,1373223,140312,202209,"""KBO  0420.851.920""",03 711 32 53,475636840,directie.lager@hollebeekscholen.be,www.hollebeekscholen.be,DE VRIENDT Caroline,Onderwijsinstelling,BaO,Autonome lagere school,01/01/0001,31/12/4444,S,115022,963918,121228,Nederlandstalig,211
10959,1,Vrij gesubsidieerd onderwijs,Vrije Kleuterschool Hollebeek,True,"Hollebeek 2, 9140 Temse",Hollebeek,2,,9140,Temse,46025,4,Oost-Vlaanderen,,78289,2696771,140264,202202,"""KBO  0420.851.920""",03 771 37 62,,kleuter.hollebeek@belgacom.net,www.hollebeekscholen.be,Van Britsom Beatrijs,Onderwijsinstelling,BaO,Autonome kleuterschool,01/01/0001,31/12/4444,S,115022,963918,121228,Nederlandstalig,111
10967,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - Sint- Jozef,True,"Velle 129, 9140 Temse",Velle,129,,9140,Temse,46025,4,Oost-Vlaanderen,,78441,1854560,138710,205532,"""KBO  0420.851.920""",03 711 08 03,476264311,bsvelle.directie@gmail.com,www.basisschool-velle.be,SMET Tom,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,963918,121228,Nederlandstalig,111-211
10975,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool,True,"Collegestraat 31, 9100 Sint-Niklaas",Collegestraat,31,,9100,Sint-Niklaas,46021,4,Oost-Vlaanderen,,77587,1752939,133989,206319,"""KBO  0448.656.276""",03 780 71 65,,luc.braem@sjks.be,www.sjks.be,Braem Luc,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,60781,120956,Nederlandstalig,211-111
11007,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool,True,"Watermolendreef 167, 9100 Sint-Niklaas",Watermolendreef,167,,9100,Sint-Niklaas,46021,4,Oost-Vlaanderen,,77991,2315222,132849,206415,"""KBO  0410.421.054""",03 776 45 22,,bs.watermolendreef@olvp.be,www.olvp.be,Daems Jan,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,963942,130856,Nederlandstalig,211-111
11023,1,Vrij gesubsidieerd onderwijs,Vrije Lagere School-H.Familie,True,"Rich. Van Britsomstraat 1, 9100 Sint-Niklaas",Rich. Van Britsomstraat,1,,9100,Sint-Niklaas,46021,4,Oost-Vlaanderen,,77896,499671,133985,206543,"""KBO  0443.436.884""",03 777 82 82,,directeur.ls@basishfam.be,www.basishfam.be,Heyndrickx Anne,Onderwijsinstelling,BaO,Autonome lagere school,01/01/0001,31/12/4444,S,115022,975219,120956,Nederlandstalig,211
11049,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - St Carolus,True,"Lodewijk De Meesterstraat 1, 9100 Sint-Niklaas",Lodewijk De Meesterstraat,1,,9100,Sint-Niklaas,46021,4,Oost-Vlaanderen,,77798,2650574,134691,205925,"""KBO  0417.505.915""",03 780 51 90,,directie@basissintcarolus.be,www.basissintcarolus.be,Daelemans Hilde,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,963967,120956,Nederlandstalig,111-211
11056,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - Berkenboom,True,"Ankerstraat 39, 9100 Sint-Niklaas",Ankerstraat,39,,9100,Sint-Niklaas,46021,4,Oost-Vlaanderen,,77531,2540680,134334,206194,"""KBO  0421.743.231""",03 760 41 62,,gvb.berkenboom.anker@telenet.be,www.berkenboomanker.be,SOETENS Martine,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,970781,120956,Nederlandstalig,211-111
11064,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool Sint-Camillus,True,"Oude Molenstraat 58, 9100 Sint-Niklaas",Oude Molenstraat,58,,9100,Sint-Niklaas,46021,4,Oost-Vlaanderen,,77850,2569163,134977,207045,"""KBO  0415.245.221""",03 776 41 20,,directeur-ilse@sintcamillus.be,www.sintcamillus.be,Martens Ilse,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,963934,130856,Nederlandstalig,211-111
11081,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - Don Bosco A,True,"Tulpenstraat 16, 9100 Sint-Niklaas",Tulpenstraat,16,,9100,Sint-Niklaas,46021,4,Oost-Vlaanderen,,77959,1754312,135358,205700,"""KBO  0415.245.221""",03 776 55 88,,directeur-stefan@donboscoschool.be,www.donboscoschool.be,Egghe Stefan,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,963934,130856,Nederlandstalig,211-111
11098,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool Heilig Hart,True,"Tereken 33B, 9100 Sint-Niklaas",Tereken,33B,,9100,Sint-Niklaas,46021,4,Oost-Vlaanderen,,77953,2682560,134463,205006,"""KBO  0415.245.221""",03 776 28 14,,info@heilighartschooltereken.be,www.heilighartschooltereken.be,Malfliet Lena,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,963934,130856,Nederlandstalig,211-111-111
11114,2,Officieel gesubsidieerd onderwijs,Stedelijke Basisschool - Polderstadschool,True,"Veerdamlaan 15, 2660 Antwerpen",Veerdamlaan,15,,2660,Antwerpen,11002,1,Antwerpen,,3002,3554733,148039,208247,"""KBO  0824.037.071""",03 820 18 20,,polderstad@so.antwerpen.be,www.stedelijkonderwijs.be/polderstad,VAN NECK Ann,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114215,128728,119768,Nederlandstalig,111-111-211
11131,1,Officieel gesubsidieerd onderwijs,Stedelijke Basisschool - Edison,True,"Onderwijzersstraat 13, 2660 Antwerpen",Onderwijzersstraat,13,,2660,Antwerpen,11002,1,Antwerpen,,2155,2083218,149587,207023,"""KBO  0824.037.071""",03 435 97 50,,edison@so.antwerpen.be,www.stedelijkonderwijs.be/edison,VAN PUYVELDE Shana,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114215,128728,119768,Nederlandstalig,111-211-111
11148,1,Officieel gesubsidieerd onderwijs,Stedelijke Basisschool - Het Kompas,True,"Montessoristraat 15, 2660 Antwerpen",Montessoristraat,15,,2660,Antwerpen,11002,1,Antwerpen,,2060,2815082,149635,208184,"""KBO  0824.037.071""",03 432 30 80,,hetkompas@so.antwerpen.be,www.stedelijkonderwijs.be/hetkompas,BENOY Nicole,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114215,128728,119768,Nederlandstalig,211-111
11155,1,Officieel gesubsidieerd onderwijs,Stedelijke Basisschool - Accent,True,"Jules Baeckelmanslaan 29, 2660 Antwerpen",Jules Baeckelmanslaan,29,,2660,Antwerpen,11002,1,Antwerpen,,1389,2019104,149955,206911,"""KBO  0824.037.071""",03 291 13 70,,accent@so.antwerpen.be,www.stedelijkonderwijs.be/accent,TANGHE Greet,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114215,128728,119768,Nederlandstalig,111-111-211
11163,1,Vrij gesubsidieerd onderwijs,Vrije Lagere School Sint-Agnes,True,"Dokter Coenstraat 18, 2660 Antwerpen",Dokter Coenstraat,18,,2660,Antwerpen,11002,1,Antwerpen,,685,2652034,148815,207404,"""KBO  0453.485.589""",03 827 78 78,,administratie@sint-agnes.be,www.sint-agnes.be,DOM Ilse,Onderwijsinstelling,BaO,Autonome lagere school,01/01/0001,31/12/4444,S,114942,104661,121459,Nederlandstalig,211
11171,1,Vrij gesubsidieerd onderwijs,Vrije Lagere school,True,"Oudestraat 83, 2660 Antwerpen",Oudestraat,83,,2660,Antwerpen,11002,1,Antwerpen,,2209,2287359,148988,207265,"""KBO  0453.485.589""",03 827 80 99,,directie@hofkevanthys.be,www.hofkevanthys.be,Van Bortel Raf,Onderwijsinstelling,BaO,Autonome lagere school,01/01/0001,31/12/4444,S,114942,104661,121459,Nederlandstalig,211
11189,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - De puzzel,True,"Krugerstraat 103, 2660 Antwerpen",Krugerstraat,103,,2660,Antwerpen,11002,1,Antwerpen,,1684,2292040,149972,208206,"""KBO  0453.485.589""",03 827 90 45,,directie@depuzzelhoboken.be,www.depuzzelhoboken.be,LAMBERTS Erika,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114942,104661,121459,Nederlandstalig,211-111
11197,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - Don Bosco,True,"Sint-Bernardsesteenweg 665, 2660 Antwerpen",Sint-Bernardsesteenweg,665,,2660,Antwerpen,11002,1,Antwerpen,,2615,992929,149846,207102,"""KBO  0415.432.291""",03 825 07 76,,directie@basisschooldonbosco.be,www.basisschooldonbosco.be,VAN HAPEREN Stefaan,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114942,962217,121459,Nederlandstalig,211-111
11213,1,Vrij gesubsidieerd onderwijs,Vrije Kleuterschool,True,"Oudestraat 119, 2660 Antwerpen",Oudestraat,119,,2660,Antwerpen,11002,1,Antwerpen,,2209,2287150,149016,206994,"""KBO  0453.485.589""",03 827 65 64,,directie@kleuterschoolsint-agnes.be,www.kleuterschoolsint-agnes.be,DE WIJN Frie,Onderwijsinstelling,BaO,Autonome kleuterschool,01/01/0001,31/12/4444,S,114942,104661,121459,Nederlandstalig,111-111
11221,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - Sint-Martinus,True,"Idsteinlaan 16, 2070 Zwijndrecht",Idsteinlaan,16,,2070,Zwijndrecht,11056,1,Antwerpen,,8550,3571972,148117,210553,"""KBO  0415.898.485""",03 252 82 38,,sintmartinus@ksas.be,www.simabu.be,De Corte Geert,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,963991,121665,Nederlandstalig,111-211
11239,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - Sint-Martinus,True,"Idsteinlaan 18, 2070 Zwijndrecht",Idsteinlaan,18,,2070,Zwijndrecht,11056,1,Antwerpen,,8550,3571973,148146,210560,"""KBO  0415.898.485""",03 252 82 38,,sintmartinus@ksas.be,www.simabu.be,Van Ranst Wim,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,963991,121665,Nederlandstalig,111-211
11247,2,Vrij gesubsidieerd onderwijs,Vrije Lagere School - De Krinkel 2,True,"Schoolstraat 32, 2070 Zwijndrecht",Schoolstraat,32,,2070,Zwijndrecht,11056,1,Antwerpen,,8612,3554802,147325,212021,"""KBO  0415.898.485""",03 252 76 03,,dekrinkel2@ksas.be,www.dekrinkel.be,Vandenbussche Ann,Onderwijsinstelling,BaO,Autonome lagere school,01/01/0001,31/12/4444,S,115022,963991,121665,Nederlandstalig,211
11254,1,Vrij gesubsidieerd onderwijs,Vrije Lagere School - De Krinkel 1,True,"Schoolstraat 34, 2070 Zwijndrecht",Schoolstraat,34,,2070,Zwijndrecht,11056,1,Antwerpen,,8612,3554803,147325,212021,"""KBO  0415.898.485""",03 252 76 03,,dekrinkel1@ksas.be,www.dekrinkel.be,De Wilde Veroniek,Onderwijsinstelling,BaO,Autonome lagere school,01/01/0001,31/12/4444,S,115022,963991,121665,Nederlandstalig,211
11262,1,Vrij gesubsidieerd onderwijs,Vrije Kleuterschool,True,"Regenbooglaan 20, 2070 Zwijndrecht",Regenbooglaan,20,,2070,Zwijndrecht,11056,1,Antwerpen,,8606,2431859,147350,211970,"""KBO  0415.898.485""",03 252 58 88,,dekrinkelrups@ksas.be,www.dekrinkelrups.be,ROGIER Godelieve,Onderwijsinstelling,BaO,Autonome kleuterschool,01/01/0001,31/12/4444,S,115022,963991,121665,Nederlandstalig,111
11271,1,Vrij gesubsidieerd onderwijs,Vrije Kleuterschool - OLV van Gaverland,True,"Sint-Elisabethstraat 62, 9120 Beveren",Sint-Elisabethstraat,62,,9120,Beveren,46003,4,Oost-Vlaanderen,,76609,885244,144262,212423,"""KBO  0424.443.888""",03 775 74 76,,directie-olvg@kleuterschoolmelsele.be,www.kleuterschoolmelsele.be,Van Overtveldt Carine,Onderwijsinstelling,BaO,Autonome kleuterschool,01/01/0001,31/12/4444,S,115022,970814,123224,Nederlandstalig,111-111
11288,1,Vrij gesubsidieerd onderwijs,Vrije Lagere School OLV van Gaverland,True,"Sint-Elisabethstraat 66, 9120 Beveren",Sint-Elisabethstraat,66,,9120,Beveren,46003,4,Oost-Vlaanderen,,76609,3576251,144434,212373,"""KBO  0424.443.888""",03 775 74 51,,directie@lagereschool-olvg.be,www.lagereschool-olvg.be,Molenaar Koen,Onderwijsinstelling,BaO,Autonome lagere school,01/01/0001,31/12/4444,S,115022,970814,123224,Nederlandstalig,211
11296,1,Officieel gesubsidieerd onderwijs,Gemeentelijke Basisschool - De Toren Melsele,True,"Schoolstraat 15, 9120 Beveren",Schoolstraat,15,,9120,Beveren,46003,4,Oost-Vlaanderen,,76598,2701366,143728,212293,"""KBO  0207.462.313""",03 750 17 75,,gbs.melsele@beveren.be,www.detoren.beveren.be,Van de Vyver Marc,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,961111,121137,Nederlandstalig,211-111
11312,1,Officieel gesubsidieerd onderwijs,Gemeentelijke Basisschool Centrumschool Beveren,True,"Bosdamlaan 1, 9120 Beveren",Bosdamlaan,1,,9120,Beveren,46003,4,Oost-Vlaanderen,,76247,1248493,141965,211175,"""KBO  0207.462.313""",03 750 10 90,,GBS.BEVEREN@beveren.be, ,Van Steerteghem Katharina,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,961111,121137,Nederlandstalig,111-211
11321,4,Vrij gesubsidieerd onderwijs,Vrije Basisschool - Sint-Martinus,True,"Leon Labytstraat 41, 9120 Beveren",Leon Labytstraat,41,,9120,Beveren,46003,4,Oost-Vlaanderen,,76481,49681,141591,212232,"""KBO  0430.949.818""",03 775 60 85,,sintmartinus@sgkei.be,www.sintmartinusschoolbeveren.be,Haegeman Indra,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,964015,121186,Nederlandstalig,111-211-111
11338,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - Sint-Lodewijk,True,"Stationsstraat 7, 9120 Beveren",Stationsstraat,7,,9120,Beveren,46003,4,Oost-Vlaanderen,,76636,2147449,142224,211304,"""KBO  0430.949.818""",03 775 62 80,,sintlodewijk@sgkei.be,www.sint-lodewijkbeveren.be,DULLAERT Yves,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,964015,121186,Nederlandstalig,111-211
11346,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - Wegwijzer,True,"Pastoor Steenssensstraat 110, 9120 Beveren",Pastoor Steenssensstraat,110,,9120,Beveren,46003,4,Oost-Vlaanderen,,76546,2004834,140697,211466,"""KBO  0430.949.818""",03 775 97 80,,wegwijzer@sgkei.be,www.wegwijzerbeveren.be,Smet Anouk,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,964015,121186,Nederlandstalig,111-111-211
11353,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - Sancta Maria,True,"Kallobaan 1A, 9120 Beveren",Kallobaan,1A,,9120,Beveren,46003,4,Oost-Vlaanderen,,76409,583963,142371,211776,"""KBO  0430.949.818""",03 775 45 33,,sanctamaria@sgkei.be,www.sanctamariaschool.be,Van Goethem Sabine,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,964015,121186,Nederlandstalig,111-211
11361,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool,True,"Poerdam 1, 9120 Beveren",Poerdam,1,,9120,Beveren,46003,4,Oost-Vlaanderen,,76566,1884821,140886,208140,"""KBO  0430.949.818""",03 775 72 00,,wonderwijs@sgkei.be,www.wonderwijshaasdonk.be,Verhoeven Daniëlle,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,964015,121186,Nederlandstalig,111-211
11379,1,Officieel gesubsidieerd onderwijs,Gemeentelijke Basisschool,True,"Edmond Gorrebeeckstraat 14A, 9150 Kruibeke",Edmond Gorrebeeckstraat,14A,,9150,Kruibeke,46013,4,Oost-Vlaanderen,,76761,2903068,145909,206629,"""KBO  0207.463.303""",03 774 22 03,,directie.gbsdeeenhoorn@kruibeke.be,www.gemeenteschool.kruibeke.be,Van Landeghem Tiny,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,961128,121137,Nederlandstalig,111-211
11387,2,Vrij gesubsidieerd onderwijs,Vrije Basisschool Onze Lieve Vrouw,True,"Ambachtstraat 7b, 9150 Kruibeke",Ambachtstraat,7b,,9150,Kruibeke,46013,4,Oost-Vlaanderen,,76722,0,0,0,"""KBO  0415.898.485""",03 774 28 76,,olv@ksas.be,www.olv-piusx.be,Osselaer Ann,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,963991,121665,Nederlandstalig,211-111-111
11411,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool OLV Ten Bos,True,"Turkyen 1, 9100 Sint-Niklaas",Turkyen,1,,9100,Sint-Niklaas,46021,4,Oost-Vlaanderen,,77960,0,136252,209069,"""KBO  0415.245.221""",03 776 20 18,,info@olvtenbos.be,www.olvtenbos.be,De Ruysscher Aline,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,963934,130856,Nederlandstalig,111-211
11429,2,Officieel gesubsidieerd onderwijs,Gemeentelijke Basisschool - Gavertje Vier,True,"Gavermolenstraat 83, 9111 Sint-Niklaas",Gavermolenstraat,83,,9111,Sint-Niklaas,46021,4,Oost-Vlaanderen,,77640,1545552,130871,204305,"""KBO  0207.464.192""",03 778 39 00,,directie@gavertjevier.be,www.gavertjevier.be,Denotté Sanne,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,114413,961102,124041,Nederlandstalig,211-111
11437,1,Vrij gesubsidieerd onderwijs,Vrije Kleuterschool - Pieternel,True,"Zandstraat 23, 9170 Sint-Gillis-Waas",Zandstraat,23,,9170,Sint-Gillis-Waas,46020,4,Oost-Vlaanderen,,77522,2782999,130828,209468,"""KBO  0410.476.284""",03 777 14 93,,pieternel@pieternel.be,www.pieternel.be,Van Cauteren Katia,Onderwijsinstelling,BaO,Autonome kleuterschool,01/01/0001,31/12/4444,S,115022,968371,119149,Nederlandstalig,111
11445,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - De Klimop,True,"Kerkstraat 91, 9170 Sint-Gillis-Waas",Kerkstraat,91,,9170,Sint-Gillis-Waas,46020,4,Oost-Vlaanderen,,77404,1245006,132937,212247,"""KBO  0410.476.284""",03 770 65 61,,directeur@vbsdeklimop.be,www.vbsdeklimop.be,Van de Waart Marion,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,968371,119149,Nederlandstalig,111-211-111-211
11452,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - Eeckberger,True,"Stroperstraat 5A, 9170 Sint-Gillis-Waas",Stroperstraat,5A,,9170,Sint-Gillis-Waas,46020,4,Oost-Vlaanderen,,77496,4132043,131234,213952,"""KBO  0410.476.284""",03 770 66 85,,directie@eeckberger.be,www.eeckberger.be,Bosschaert Margo,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,968371,119149,Nederlandstalig,211-111-111-211
11461,4,Officieel gesubsidieerd onderwijs,Gemeentelijke Lagere School,True,"Zandstraat 16, 9170 Sint-Gillis-Waas",Zandstraat,16,,9170,Sint-Gillis-Waas,46020,4,Oost-Vlaanderen,,77522,1281110,130772,209366,"""KBO  0207.464.093""",03 780 19 10,,directie@glszandloper-gom.be,www.glszandloper-gom.be,Merckx Femke,Onderwijsinstelling,BaO,Autonome lagere school,01/01/0001,31/12/4444,S,115022,961136,119131,Nederlandstalig,211-211
11478,1,Officieel gesubsidieerd onderwijs,Gemeentelijke Basisschool - Reynaerdijn,True,"Stationsstraat 18, 9190 Stekene",Stationsstraat,18,,9190,Stekene,46024,4,Oost-Vlaanderen,,78157,945059,129452,210790,"""KBO  0207.464.489""",03 779 79 00,,directie@gbsreynaerdijn.be,www.gbsreynaerdijn.be,Maes Gerry,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,975821,119131,Nederlandstalig,211-111-111
11486,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - De Hoge Geest,True,"Hulststraat 42, 9170 Sint-Gillis-Waas",Hulststraat,42,,9170,Sint-Gillis-Waas,46020,4,Oost-Vlaanderen,,77395,2428364,130331,216319,"""KBO  0410.476.284""",03 770 70 09,,directie@dehogegeest.be,www.dehogegeest.be,Weemaes Bart,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,968371,119149,Nederlandstalig,211-211-111
11494,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - De Zonnepit,True,"Cauwenstraat 9, 9120 Beveren",Cauwenstraat,9,,9120,Beveren,46003,4,Oost-Vlaanderen,,76266,366569,137904,212346,"""KBO  0430.949.818""",03 775 43 30,,dezonnepit@sgkei.be,www.dezonnepit.be,Rossaert Katrien,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,964015,121186,Nederlandstalig,211-111
11502,2,Officieel gesubsidieerd onderwijs,Gemeentelijke Basisschool De Zeppelin Haasdonk,True,"Willem Van Doornyckstraat 69, 9120 Beveren",Willem Van Doornyckstraat,69,,9120,Beveren,46003,4,Oost-Vlaanderen,,76701,2261765,140645,207835,"""KBO  0207.462.313""",03 750 10 85,,gbs.haasdonk@beveren.be,www.dezeppelin.be.tc,Baert Hilde,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,961111,121137,Nederlandstalig,111-211
11511,1,Vrij gesubsidieerd onderwijs,Vrije Basisschool - De Verrekijker,True,"Sint-Laurentiusstraat 17, 9130 Beveren",Sint-Laurentiusstraat,17,,9130,Beveren,46003,4,Oost-Vlaanderen,,76612,2133113,137065,216140,"""KBO  0417.581.337""",03 773 52 39,,vbsverrebroek@telenet.be,www.vbsverrebroek.be,Van Puymbroeck Hilde,Onderwijsinstelling,BaO,Basisschool,01/01/0001,31/12/4444,S,115022,964072,123224,Nederlandstalig,111-211
